rotation_x,rotation_y,rotation_z,acceleration_x,acceleration_y,acceleration_z
0.289329,-1.32985,-1.38689,-0.00679681,0.23223,-0.250363
0.280789,-1.32526,-1.34017,-0.0256569,0.222161,-0.240905
0.242486,-1.26951,-1.35044,-0.0450636,0.184951,-0.193873
0.151371,-1.18845,-1.35981,-0.0518904,0.133975,-0.119632
0.0638586,-1.09019,-1.35199,-0.0460452,0.111531,-0.0579348
0.0160151,-1.01129,-1.31596,-0.031786,0.111293,-0.00322002
0.00076773,-0.970274,-1.31343,-0.0172915,0.126674,0.0379339
-0.0161329,-0.8956,-1.31294,-0.0130314,0.134437,0.064955
-0.00718011,-0.855028,-1.30003,-0.0176777,0.142731,0.0415963
-0.0190958,-0.864468,-1.25194,-0.015779,0.146061,0.00198373
-0.0250115,-0.875006,-1.21572,-0.016225,0.148604,-0.0351289
-0.0554313,-0.865341,-1.19655,-0.0204558,0.12708,-0.0690901
-0.115832,-0.856429,-1.18923,-0.0233022,0.0919716,-0.103293
-0.188382,-0.871584,-1.13646,-0.017013,0.0629225,-0.1099
-0.29145,-0.874851,-1.09299,-0.0116866,0.0590055,-0.0867449
-0.392313,-0.846228,-1.11752,-0.0118198,0.0606868,-0.0507164
-0.481952,-0.79973,-1.16753,-0.0177999,0.0432973,-0.0135269
-0.577515,-0.740554,-1.1443,-0.0145088,0.0240926,0.0221477
-0.687394,-0.664811,-1.10572,-0.0163235,0.0276042,0.03965
-0.774826,-0.617214,-1.14367,-0.0231602,0.0503548,0.0397878
-0.795108,-0.58609,-1.16379,-0.0318045,0.0562099,0.0273134
-0.795476,-0.561016,-1.10476,-0.0435315,0.0771623,-0.0136815
-0.777132,-0.54678,-1.07699,-0.0400287,0.103823,-0.0392022
-0.768414,-0.537423,-1.06359,-0.0417633,0.106533,-0.0550486
-0.81527,-0.521365,-1.03464,-0.0389683,0.101614,-0.0648063
-0.876185,-0.511999,-1.02169,-0.0323191,0.108545,-0.0643189
-0.884573,-0.482385,-1.00056,-0.0287772,0.110824,-0.0613457
-0.854358,-0.440561,-0.958278,-0.0298257,0.118848,-0.0642895
-0.803378,-0.443616,-0.934969,-0.0251973,0.137161,-0.0581303
-0.730135,-0.451539,-0.892385,-0.0223534,0.156199,-0.0501626
-0.649799,-0.427401,-0.81332,-0.031778,0.186163,-0.055377
-0.558451,-0.395543,-0.767509,-0.0415404,0.211851,-0.0667628
-0.460098,-0.351884,-0.730472,-0.0478328,0.207802,-0.0887387
-0.408884,-0.333491,-0.685379,-0.0464462,0.195871,-0.102358
-0.391443,-0.319907,-0.613815,-0.0347521,0.189912,-0.106823
-0.426297,-0.328597,-0.567818,-0.0226493,0.176999,-0.106868
-0.462848,-0.326353,-0.541442,-0.0148172,0.144992,-0.104891
-0.501543,-0.304662,-0.489598,-0.0154269,0.1174,-0.0987238
-0.54773,-0.259012,-0.45292,-0.0221099,0.102717,-0.0853168
,,,,,
,,,,,
,,,,,
,,,,,
-2.06228,0.701222,2.9112,-0.7407,-0.262596,0.444614
-2.21745,3.00663,3.0665,-1.13945,-0.496409,-0.430443
-2.689,5.67468,2.96409,-1.32877,-0.424374,-0.322717
-0.377016,7.22243,2.54728,-1.25344,-0.126817,-0.282886
-0.843547,6.70088,1.95409,-1.25278,-0.378918,-0.657636
-0.57636,4.35998,1.88652,-0.84493,0.146272,-0.46278
0.343599,2.27793,1.26975,-0.457383,0.308438,-0.103499
0.640735,1.41393,0.684293,-0.506157,-0.146313,-0.403654
1.07922,0.427573,0.136358,-0.469503,-0.0217354,-0.348126
1.67155,0.114306,-0.197097,-0.427666,-0.135015,-0.163966
2.26582,-0.308893,-0.677234,-0.469382,-0.274435,-0.152435
1.65046,-0.992194,-0.58591,-0.425482,-0.361265,-0.00649887
1.38522,-0.952144,-0.959105,-0.372312,-0.45719,0.188417
1.24231,-1.93419,-1.7167,-0.429599,-0.598511,0.182441
1.94761,-2.37656,-2.21423,-0.433094,-0.706357,0.259852
1.94581,-3.00685,-2.12369,-0.409735,-0.620629,0.025912
1.21127,-3.03028,-1.79397,-0.374472,-0.375943,0.0952579
0.973528,-2.5081,-1.57969,-0.438209,-0.171966,-0.0068298
1.10754,-2.20897,-1.50981,-0.52785,-0.121603,-0.314913
0.779259,-2.34325,-1.46809,-0.54512,-0.0617768,-0.484982
0.495811,-2.88025,-1.33782,-0.477126,-0.0091027,-0.406227
0.238215,-3.36748,-1.1553,-0.41831,-0.118041,-0.242574
0.102773,-4.27308,-0.538938,-0.384579,-0.164449,-0.152847
-1.19449,-4.22824,0.794856,-0.36026,-0.0576736,-0.0199834
-2.02121,-1.51757,1.42265,-0.570833,0.211346,-0.0139518
1.03573,3.47747,0.799565,-0.765017,0.137549,-0.360098
2.53371,2.56589,-0.00176059,-1.22745,-0.39342,-1.88936
2.19182,3.97884,0.809215,-0.773589,-0.196197,-0.256906
1.04254,5.48978,2.25625,-0.48153,-0.0166014,0.00196916
1.47597,4.65263,3.10808,-0.535923,-0.0485853,-0.456392
2.15338,4.22124,3.93469,-0.446965,-0.398696,-0.371525
1.87223,4.70551,5.27706,-0.834846,-0.605357,-0.554749
1.62213,5.21197,5.13828,-1.19998,-0.155154,-0.434704
1.44553,5.10212,5.1918,-1.46079,-0.148851,-0.717951
1.60198,4.6033,5.77203,-1.39532,-0.117459,-0.604133
1.71243,4.79692,6.95986,-1.3086,-0.0915524,-0.599058
0.992209,6.10515,8.00225,-1.31433,0.0490511,-0.685153
0.595455,6.44889,8.27599,-1.3924,0.155863,-0.901428
0.795089,5.47353,6.77664,-1.36615,0.14344,-0.862819
1.34013,2.7367,4.35045,-1.07777,-0.0827124,-0.763283
1.61392,-0.298267,2.09654,-0.799785,-0.11379,-0.430832
1.85291,-1.19252,0.610543,-0.758155,-0.0165021,-0.380788
2.83076,-1.09701,-1.21685,-0.970983,-0.00472726,-0.548978
4.65856,-1.68878,-2.80334,-0.970044,-0.161439,-0.927236
5.49914,-2.80882,-3.92813,-0.950896,-0.344731,-0.752574
5.0109,-3.44052,-4.97397,-0.960897,-0.338125,-0.464565
4.36458,-3.88763,-6.04224,-0.998967,-0.282876,-0.444013
3.85698,-4.56445,-6.56582,-0.967646,-0.386255,-0.486661
3.02542,-4.71139,-6.61405,-0.931505,-0.414914,-0.427611
2.0532,-3.77287,-6.58317,-0.901496,-0.295123,-0.460557
1.74987,-2.82949,-6.43895,-0.835813,-0.192972,-0.652147
2.05011,-2.30192,-6.30535,-0.752876,-0.223172,-0.680155
2.59093,-1.81939,-6.04444,-0.707953,-0.297066,-0.606293
3.19189,-0.966231,-5.66284,-0.746018,-0.335977,-0.583606
3.58438,-0.18,-5.40308,-0.770307,-0.398324,-0.643987
3.46281,-0.00869006,-5.10376,-0.649757,-0.501908,-0.593835
2.86343,0.0102719,-4.76282,-0.470043,-0.647484,-0.336682
1.85503,-0.0233836,-4.31386,-0.304147,-0.801394,-0.124086
0.486417,-0.399092,-3.59999,-0.181698,-0.902597,-0.014836
-0.9031,-0.706875,-2.91787,-0.118211,-0.972456,0.0779601
-2.44232,-1.0244,-2.20949,-0.0629211,-1.00533,0.157809
-3.63805,-1.21159,-1.55107,-0.0448807,-0.904903,0.198796
-3.80941,-1.23544,-1.05482,-0.0587779,-0.851806,0.143175
-3.03548,-0.54191,-0.613792,-0.0917671,-0.787735,-0.048243
-2.05333,0.651543,0.543878,-0.151114,-0.710575,-0.400981
-1.69588,1.1482,0.91023,-0.235754,-0.607945,-0.409657
-1.58186,0.4081,0.791928,-0.232183,-0.600355,-0.339224
-0.666472,-0.28662,0.750338,-0.220509,-0.672393,-0.182678
-0.00692834,0.326869,0.90044,-0.383968,-0.808058,-0.147882
-0.304096,1.0599,1.25749,-0.570196,-0.833068,-0.407722
-0.497752,1.15172,1.14683,-0.622466,-0.719284,-0.368946
-0.723004,0.608252,0.433644,-0.528667,-0.734658,-0.276799
-0.744199,-0.10712,0.135362,-0.393529,-0.846716,-0.211602
-0.500698,-0.105867,-0.149872,-0.399688,-0.828283,-0.0693681
-0.364904,0.0541304,-0.299163,-0.459315,-0.907755,-0.229777
-0.697391,-0.0631341,-0.171913,-0.491875,-0.871065,-0.231285
-1.2941,-0.24543,0.202338,-0.494444,-0.826467,-0.117235
-1.68506,-0.240457,0.52824,-0.505016,-0.872634,-0.0837409
-1.49123,-0.296605,0.503058,-0.515936,-0.929906,-0.155667
-1.11732,-0.570807,0.272904,-0.497398,-0.901157,-0.250351
-1.44419,-0.757335,0.257751,-0.459434,-0.752186,-0.308701
-1.94751,-0.665053,0.326264,-0.487617,-0.567193,-0.273984
-1.75866,-0.567343,0.240155,-0.498533,-0.512582,-0.285816
-1.00112,-0.467403,0.0639233,-0.448263,-0.5589,-0.374802
-0.0168517,0.418954,0.326798,-0.417863,-0.573521,-0.411033
-1.21876,0.177073,0.455042,-0.328861,-0.471492,-0.605066
-1.7547,0.117229,0.92095,-0.432087,-0.50964,-0.192829
-1.33008,0.462213,1.24393,-0.432569,-0.652871,-0.210259
-0.882913,0.384155,1.35485,-0.368943,-0.733683,-0.504403
-0.935606,0.045306,1.23578,-0.360874,-0.591664,-0.463479
-1.10875,-0.433157,1.10766,-0.375566,-0.46804,-0.401838
-0.853474,-0.671364,0.668629,-0.444969,-0.507827,-0.339973
-0.847152,-0.695531,0.161633,-0.494948,-0.676231,-0.477481
-0.8243,-0.77451,-0.0699538,-0.564898,-0.740054,-0.51965
-0.848903,-0.293419,-0.566687,-0.649803,-0.675039,-0.448785
-0.887496,-0.262023,-0.675904,-0.648682,-0.689031,-0.601604
-0.943127,-0.176074,-0.851491,-0.680255,-0.611365,-0.444886
-0.749996,-0.02947,-1.03183,-0.620256,-0.606287,-0.483485
-0.48823,0.0610572,-1.09516,-0.558109,-0.582759,-0.512567
-0.299907,0.20358,-1.02318,-0.500908,-0.506185,-0.538731
-0.0342035,0.378029,-0.888161,-0.469041,-0.457705,-0.539384
0.243577,0.478327,-0.8298,-0.446687,-0.455164,-0.495497
0.425033,0.572972,-0.795633,-0.257113,-0.209966,-0.131475
0.623878,0.96585,-0.44005,-0.1372,-0.170604,-0.0355875
0.395813,0.876234,0.169651,-0.044489,-0.104076,-0.038295
0.496298,0.35896,0.195936,0.000680044,0.053867,0.0667568
0.856886,0.0469265,0.368499,0.0631192,0.0212209,0.0993739
0.765911,0.327696,1.46496,0.083699,-0.16046,-0.0122824
0.150355,-0.406192,1.47176,0.0124888,-0.0849268,-0.249431
-0.398414,-0.345242,1.28799,-0.0602854,-0.0204331,0.176868
-0.42852,-0.294187,0.921045,-0.147922,-0.0903074,0.0422059
-0.446776,-0.295602,0.429844,-0.173243,-0.106468,0.00495696
-0.627176,-0.479553,0.0817037,-0.211584,-0.0966118,0.0109413
-1.01895,0.0486236,-0.817339,-0.233836,-0.120137,0.0119936
-1.11712,-0.161064,-1.31923,-0.216671,-0.337747,-0.0383055
-0.813763,0.195872,-1.44741,-0.100775,-0.284352,0.0298104
-1.5461,0.893611,-0.737417,-0.0612798,-0.18591,-0.13122
-2.56716,0.515584,-0.267429,-0.0346069,-0.232633,-0.1059
-2.6533,-0.11974,0.0291214,0.0580253,-0.166948,0.18223
-2.27336,-0.402083,0.368965,0.108433,-0.171082,0.155747
-1.41528,-0.640053,0.599832,0.106979,-0.0229601,0.00212008
-0.166843,-0.637175,0.683881,0.0601193,0.069745,-0.0601996
1.26796,-0.434469,0.482006,-0.0204231,0.111996,-0.178921
2.02071,0.309536,0.0704228,-0.13666,0.19951,-0.283979
2.25769,0.41447,-0.291151,-0.230402,0.0514333,-0.309762
2.0593,0.487813,-0.421735,-0.204428,-0.0549554,-0.0985879
1.50451,0.906905,-0.177845,-0.138994,-0.118317,-0.0244967
0.798987,0.997058,0.358828,-0.0782774,-0.101797,0.0429335
0.223078,1.0838,0.445756,0.0432481,-0.0507652,0.156062
-0.382332,0.651348,0.370178,0.121453,-0.138891,0.107241
